stamp_sec,x_m,y_m,yaw_rad
82.4,-6.1718397687429825,-1.5367501426787973,-1.54425454605706
82.435,-6.171032652039219,-1.566739562964641,-1.544226472936821
82.455,-6.17062889896253,-1.58173426483112,-1.5442127521087903
82.515,-6.169417004840604,-1.6267183382868817,-1.544173139156246
82.555,-6.168608849470539,-1.6567076953608149,-1.5441486786076217
82.6,-6.167800696917485,-1.6866970339742229,-1.5441260930078817
82.635,-6.166992827207615,-1.7166863558888115,-1.5441059538616357
82.715,-6.165377684924268,-1.7766649561199659,-1.5440716649012916
82.775,-6.164166475151822,-1.8216488724692683,-1.5440497335988923
82.815,-6.1633597325302585,-1.8516381369935666,-1.544038371194796
82.895,-6.161746871912637,-1.911616642093668,-1.5440197039542152
82.955,-6.16053804549035,-1.9566005038148795,-1.5440095888739338
82.975,-6.160135294079296,-1.9715951219043517,-1.5440069716457023
83.055,-6.158525851318373,-2.031573586521742,-1.544001437252256
83.11,-6.157521036505161,-2.069060125271306,-1.544001102395908
83.19,-6.155914871334664,-2.129038589367787,-1.5440045820833241
83.225,-6.155112943259194,-2.1590278251571453,-1.544009028171747
83.285,-6.153911068368711,-2.2040116863408863,-1.5440176429675627
83.31,-6.1535108494179,-2.2190063091914918,-1.5440213432947567
83.39,-6.15191052869616,-2.2789848154521377,-1.5440361451009053
83.445,-6.1507124584559065,-2.3239687124917467,-1.5440512533226873
83.485,-6.149914637509175,-2.3539579877717927,-1.544062631387029
83.545,-6.1487193088797785,-2.3989419184129064,-1.5440816414516407
83.59,-6.147923344106097,-2.4289312186155603,-1.5440954442236394
83.625,-6.147128027835151,-2.4589205300794625,-1.5441098417863348
83.685,-6.145936041256798,-2.503904519018242,-1.5441318920119806
83.71,-6.145539017934205,-2.5188991879086178,-1.5441394620759907
83.765,-6.144348682166086,-2.5638832127750604,-1.5441623075558328
83.825,-6.143159339358647,-2.6088672650215656,-1.5441850617886819
83.885,-6.141970825608537,-2.653851344356534,-1.5442073217142132
83.91,-6.141574808284538,-2.6688460433540606,-1.5442145651935757
83.965,-6.140387302557119,-2.71383015757982,-1.544236028160259
84.025,-6.139200181892496,-2.758814296843026,-1.5442560294923395
84.085,-6.138013280807103,-2.8037984593071115,-1.5442743135307997
84.15,-6.136727591342819,-2.852531325665144,-1.5442920910534108
84.17,-6.136332010603418,-2.867526058307462,-1.5442971538974235
84.23,-6.135145278021085,-2.9125102678901764,-1.54431121112904
84.315,-6.133661636841188,-2.9687405519200545,-1.5443259980860344
84.365,-6.132474718961564,-3.0137247939461242,-1.5443363421605192
84.425,-6.1312871688475425,-3.058709047027865,-1.5443439172332625
84.445,-6.130891149960522,-3.073703799924225,-1.544345810053513
84.51,-6.129702679113658,-3.1186880626351807,-1.5443499921570158
84.565,-6.128513845906436,-3.163672329372889,-1.5443528139026756
84.605,-6.127720743107524,-3.1936618412005844,-1.5443531183075965
84.65,-6.126927418745874,-3.2236513528946515,-1.5443527928505323
84.765,-6.124545253260742,-3.3136198808213884,-1.544346579412236
84.805,-6.123750543472651,-3.343609385765365,-1.5443432030780289
84.845,-6.122955423620965,-3.3735988877887904,-1.5443390304312579
84.885,-6.122159924380531,-3.403588386276234,-1.5443342044042236
